GeneENSG00000158092
ENSG00000226950
ENSG00000158122
ENSG00000001461
ENSG00000158161
ENSG00000001629
ENSG00000158195
ENSG00000002586
ENSG00000167005
ENSG00000158290
ENSG00000003056
ENSG00000186575
ENSG00000003402
ENSG00000003436
ENSG00000004700
ENSG00000004779
ENSG00000158604
ENSG00000158615
ENSG00000004866
ENSG00000004897
ENSG00000158710
ENSG00000158711
ENSG00000005020
ENSG00000005022
ENSG00000005100
ENSG00000005249
ENSG00000158864
ENSG00000158985
ENSG00000005700
ENSG00000159063
ENSG00000005810
ENSG00000159086
ENSG00000005889
ENSG00000005893
ENSG00000159128
ENSG00000006007
ENSG00000159140
ENSG00000006042
ENSG00000159176
ENSG00000006125
ENSG00000159200
ENSG00000159202
ENSG00000006451
ENSG00000159216
ENSG00000006576
ENSG00000159256
ENSG00000006652
ENSG00000006715
ENSG00000159346
ENSG00000159399
ENSG00000159403
ENSG00000159459
ENSG00000159461
ENSG00000159479
ENSG00000159592
ENSG00000007392
ENSG00000159596
ENSG00000159658
ENSG00000159692
ENSG00000159720
ENSG00000008018
ENSG00000008282
ENSG00000008294
ENSG00000008311
ENSG00000008394
ENSG00000008513
ENSG00000160049
ENSG00000008952
ENSG00000009307
ENSG00000160075
ENSG00000009413
ENSG00000009780
ENSG00000009844
ENSG00000009954
ENSG00000010244
ENSG00000010256
ENSG00000010270
ENSG00000160208
ENSG00000160209
ENSG00000158411
ENSG00000273319
ENSG00000167196
ENSG00000011007
ENSG00000160299
ENSG00000011198
ENSG00000166974
ENSG00000011275
ENSG00000011295
ENSG00000011405
ENSG00000011422
ENSG00000011426
ENSG00000011465
ENSG00000160551
ENSG00000011566
ENSG00000011638
ENSG00000160613
ENSG00000012660
ENSG00000160691
ENSG00000012963
ENSG00000160710
ENSG00000228073
ENSG00000013275
ENSG00000160746
ENSG00000013297
ENSG00000013374
ENSG00000013375
ENSG00000013441
ENSG00000013561
ENSG00000160818
ENSG00000013588
ENSG00000014123
ENSG00000014641
ENSG00000014824
ENSG00000014919
ENSG00000015171
ENSG00000161011
ENSG00000228205
ENSG00000016864
ENSG00000017260
ENSG00000161057
ENSG00000018189
ENSG00000228232
ENSG00000018408
ENSG00000182774
ENSG00000161217
ENSG00000167325
ENSG00000019991
ENSG00000020577
ENSG00000161547
ENSG00000021776
ENSG00000022267
ENSG00000022277
ENSG00000022840
ENSG00000023041
ENSG00000023191
ENSG00000023228
ENSG00000023287
ENSG00000161813
ENSG00000023516
ENSG00000161888
ENSG00000023909
ENSG00000024048
ENSG00000024422
ENSG00000024526
ENSG00000161980
ENSG00000025293
ENSG00000025772
ENSG00000162065
ENSG00000026103
ENSG00000026508
ENSG00000027697
ENSG00000162231
ENSG00000028839
ENSG00000029153
ENSG00000029363
ENSG00000029364
ENSG00000029725
ENSG00000030066
ENSG00000143924
ENSG00000120253
ENSG00000162402
ENSG00000031698
ENSG00000162408
ENSG00000033050
ENSG00000162434
ENSG00000033178
ENSG00000033800
ENSG00000033867
ENSG00000162517
ENSG00000034510
ENSG00000034693
ENSG00000035141
ENSG00000035403
ENSG00000035681
ENSG00000035862
ENSG00000035928
ENSG00000036054
ENSG00000036257
ENSG00000162607
ENSG00000162613
ENSG00000036549
ENSG00000162616
ENSG00000038219
ENSG00000038274
ENSG00000162645
ENSG00000038427
ENSG00000162664
ENSG00000039123
ENSG00000039319
ENSG00000162694
ENSG00000039560
ENSG00000162702
ENSG00000162704
ENSG00000040275
ENSG00000162733
ENSG00000162734
ENSG00000162735
ENSG00000162736
ENSG00000041982
ENSG00000162819
ENSG00000043093
ENSG00000120451
ENSG00000044574
ENSG00000162909
ENSG00000047249
ENSG00000047315
ENSG00000047346
ENSG00000047410
ENSG00000162961
ENSG00000047634
ENSG00000047849
ENSG00000163001
ENSG00000048162
ENSG00000133961
ENSG00000163017
ENSG00000163029
ENSG00000048649
ENSG00000048828
ENSG00000049130
ENSG00000049245
ENSG00000049323
ENSG00000049449
ENSG00000163110
ENSG00000049618
ENSG00000049860
ENSG00000050130
ENSG00000050165
ENSG00000050426
ENSG00000163171
ENSG00000163191
ENSG00000272888
ENSG00000051108
ENSG00000163281
ENSG00000163297
ENSG00000163319
ENSG00000163320
ENSG00000052126
ENSG00000052723
ENSG00000052795
ENSG00000052802
ENSG00000052841
ENSG00000163349
ENSG00000159131
ENSG00000053372
ENSG00000163378
ENSG00000053770
ENSG00000163389
ENSG00000167601
ENSG00000054148
ENSG00000054267
ENSG00000163430
ENSG00000163453
ENSG00000159167
ENSG00000163479
ENSG00000055044
ENSG00000055130
ENSG00000229598
ENSG00000163510
ENSG00000055208
ENSG00000055211
ENSG00000055332
ENSG00000055609
ENSG00000163527
ENSG00000055917
ENSG00000163535
ENSG00000084073
ENSG00000057019
ENSG00000057252
ENSG00000057608
ENSG00000057657
ENSG00000058056
ENSG00000058063
ENSG00000163607
ENSG00000163608
ENSG00000058262
ENSG00000058272
ENSG00000168542
ENSG00000058668
ENSG00000163629
ENSG00000058729
ENSG00000058804
ENSG00000163636
ENSG00000163655
ENSG00000163659
ENSG00000163660
ENSG00000059758
ENSG00000059804
ENSG00000163683
ENSG00000060237
ENSG00000060688
ENSG00000163714
ENSG00000060749
ENSG00000163728
ENSG00000060982
ENSG00000061676
ENSG00000061794
ENSG00000163754
ENSG00000061987
ENSG00000062194
ENSG00000062485
ENSG00000062650
ENSG00000062716
ENSG00000062725
ENSG00000163811
ENSG00000163814
ENSG00000163820
ENSG00000163840
ENSG00000163848
ENSG00000063978
ENSG00000064042
ENSG00000064102
ENSG00000064115
ENSG00000163902
ENSG00000064313
ENSG00000064393
ENSG00000163918
ENSG00000163931
ENSG00000064651
ENSG00000064652
ENSG00000163938
ENSG00000064666
ENSG00000152104
ENSG00000163946
ENSG00000163950
ENSG00000163956
ENSG00000163961
ENSG00000065000
ENSG00000164024
ENSG00000065135
ENSG00000065150
ENSG00000065154
ENSG00000065183
ENSG00000065243
ENSG00000164040
ENSG00000065308
ENSG00000065427
ENSG00000167721
ENSG00000065526
ENSG00000065534
ENSG00000065613
ENSG00000065809
ENSG00000065833
ENSG00000065882
ENSG00000065911
ENSG00000065923
ENSG00000164109
ENSG00000164111
ENSG00000066027
ENSG00000164122
ENSG00000066279
ENSG00000164134
ENSG00000066422
ENSG00000164144
ENSG00000066557
ENSG00000066583
ENSG00000164163
ENSG00000066654
ENSG00000164168
ENSG00000066777
ENSG00000164172
ENSG00000164176
ENSG00000066926
ENSG00000066933
ENSG00000067048
ENSG00000067057
ENSG00000067064
ENSG00000067066
ENSG00000067082
ENSG00000164211
ENSG00000164219
ENSG00000067167
ENSG00000067208
ENSG00000164244
ENSG00000067334
ENSG00000067369
ENSG00000067533
ENSG00000067560
ENSG00000164294
ENSG00000164300
ENSG00000067704
ENSG00000164305
ENSG00000067798
ENSG00000067829
ENSG00000067955
ENSG00000164323
ENSG00000164327
ENSG00000164329
ENSG00000159593
ENSG00000068366
ENSG00000068489
ENSG00000164465
ENSG00000068784
ENSG00000164506
ENSG00000068878
ENSG00000068912
ENSG00000164543
ENSG00000164548
ENSG00000069275
ENSG00000069345
ENSG00000164609
ENSG00000164611
ENSG00000164615
ENSG00000069849
ENSG00000069869
ENSG00000069956
ENSG00000107957
ENSG00000070018
ENSG00000070087
ENSG00000070214
ENSG00000164741
ENSG00000070367
ENSG00000164751
ENSG00000164754
ENSG00000164761
ENSG00000164815
ENSG00000070669
ENSG00000164828
ENSG00000164830
ENSG00000070761
ENSG00000070770
ENSG00000070785
ENSG00000070831
ENSG00000070961
ENSG00000164902
ENSG00000071054
ENSG00000071127
ENSG00000071189
ENSG00000164930
ENSG00000071243
ENSG00000164933
ENSG00000071462
ENSG00000071537
ENSG00000164941
ENSG00000164944
ENSG00000164951
ENSG00000071794
ENSG00000071967
ENSG00000071994
ENSG00000072041
ENSG00000072042
ENSG00000072110
ENSG00000072133
ENSG00000072274
ENSG00000072364
ENSG00000165092
ENSG00000072415
ENSG00000072501
ENSG00000072571
ENSG00000072657
ENSG00000072682
ENSG00000165156
ENSG00000165169
ENSG00000072849
ENSG00000072952
ENSG00000072958
ENSG00000165219
ENSG00000165280
ENSG00000073584
ENSG00000165304
ENSG00000073711
ENSG00000073712
ENSG00000073910
ENSG00000073921
ENSG00000073969
ENSG00000165410
ENSG00000165416
ENSG00000165417
ENSG00000074201
ENSG00000074319
ENSG00000165480
ENSG00000074416
ENSG00000074527
ENSG00000074590
ENSG00000074603
ENSG00000074695
ENSG00000074696
ENSG00000074800
ENSG00000074842
ENSG00000075089
ENSG00000075151
ENSG00000075188
ENSG00000075213
ENSG00000165629
ENSG00000075223
ENSG00000075239
ENSG00000165637
ENSG00000075292
ENSG00000231500
ENSG00000075336
ENSG00000075391
ENSG00000075413
ENSG00000075420
ENSG00000075426
ENSG00000075539
ENSG00000075624
ENSG00000165699
ENSG00000168003
ENSG00000075711
ENSG00000075785
ENSG00000075790
ENSG00000165732
ENSG00000075914
ENSG00000076003
ENSG00000076043
ENSG00000076053
ENSG00000076242
ENSG00000076321
ENSG00000076641
ENSG00000160131
ENSG00000165916
ENSG00000077097
ENSG00000077147
ENSG00000077152
ENSG00000077232
ENSG00000134748
ENSG00000077254
ENSG00000077348
ENSG00000166012
ENSG00000166025
ENSG00000166037
ENSG00000077684
ENSG00000166068
ENSG00000166073
ENSG00000077782
ENSG00000077942
ENSG00000078043
ENSG00000166128
ENSG00000166135
ENSG00000078098
ENSG00000166147
ENSG00000078140
ENSG00000078237
ENSG00000078246
ENSG00000078269
ENSG00000166170
ENSG00000078304
ENSG00000078369
ENSG00000231925
ENSG00000166197
ENSG00000078618
ENSG00000078668
ENSG00000166224
ENSG00000166226
ENSG00000078747
ENSG00000166250
ENSG00000166266
ENSG00000166272
ENSG00000079246
ENSG00000079257
ENSG00000079277
ENSG00000079332
ENSG00000166326
ENSG00000168092
ENSG00000079459
ENSG00000166347
ENSG00000079691
ENSG00000079785
ENSG00000079819
ENSG00000079931
ENSG00000079950
ENSG00000166402
ENSG00000080345
ENSG00000080371
ENSG00000166451
ENSG00000166452
ENSG00000080608
ENSG00000166471
ENSG00000080802
ENSG00000166477
ENSG00000080822
ENSG00000166482
ENSG00000080824
ENSG00000166503
ENSG00000080986
ENSG00000166508
ENSG00000166532
ENSG00000081087
ENSG00000166557
ENSG00000081154
ENSG00000081320
ENSG00000166619
ENSG00000081923
ENSG00000166734
ENSG00000166741
ENSG00000166747
ENSG00000166750
ENSG00000082212
ENSG00000082213
ENSG00000166801
ENSG00000082781
ENSG00000082805
ENSG00000082898
ENSG00000082996
ENSG00000166847
ENSG00000166848
ENSG00000166851
ENSG00000083223
ENSG00000108582
ENSG00000083312
ENSG00000083444
ENSG00000083520
ENSG00000083642
ENSG00000083720
ENSG00000166923
ENSG00000083799
ENSG00000166946
ENSG00000166949
ENSG00000166963
ENSG00000083857
ENSG00000166986
ENSG00000281649
ENSG00000232573
ENSG00000084090
ENSG00000084093
ENSG00000084112
ENSG00000084207
ENSG00000084234
ENSG00000084444
ENSG00000084463
ENSG00000167081
ENSG00000084652
ENSG00000084733
ENSG00000084754
ENSG00000085063
ENSG00000085224
ENSG00000085274
ENSG00000085365
ENSG00000167193
ENSG00000085449
ENSG00000167244
ENSG00000085662
ENSG00000085719
ENSG00000167283
ENSG00000085832
ENSG00000167315
ENSG00000085982
ENSG00000086061
ENSG00000086062
ENSG00000167378
ENSG00000086189
ENSG00000086232
ENSG00000086589
ENSG00000168297
ENSG00000086758
ENSG00000167522
ENSG00000086848
ENSG00000087053
ENSG00000087086
ENSG00000108691
ENSG00000167552
ENSG00000167553
ENSG00000087191
ENSG00000087245
ENSG00000087263
ENSG00000087274
ENSG00000167635
ENSG00000087448
ENSG00000087460
ENSG00000087470
ENSG00000087502
ENSG00000087586
ENSG00000167693
ENSG00000088205
ENSG00000088325
ENSG00000088448
ENSG00000167766
ENSG00000167770
ENSG00000167779
ENSG00000168385
ENSG00000088832
ENSG00000088833
ENSG00000088930
ENSG00000167900
ENSG00000122482
ENSG00000089006
ENSG00000089048
ENSG00000089053
ENSG00000089063
ENSG00000233276
ENSG00000089157
ENSG00000089220
ENSG00000167996
ENSG00000089248
ENSG00000089280
ENSG00000089289
ENSG00000168036
ENSG00000089685
ENSG00000168078
ENSG00000089916
ENSG00000090054
ENSG00000090060
ENSG00000168137
ENSG00000090263
ENSG00000168175
ENSG00000168214
ENSG00000168234
ENSG00000090487
ENSG00000090530
ENSG00000168259
ENSG00000168264
ENSG00000090612
ENSG00000090615
ENSG00000090621
ENSG00000090686
ENSG00000240376
ENSG00000168439
ENSG00000090863
ENSG00000090889
ENSG00000090905
ENSG00000090989
ENSG00000168374
ENSG00000091039
ENSG00000168386
ENSG00000168461
ENSG00000091136
ENSG00000168398
ENSG00000091140
ENSG00000091164
ENSG00000178074
ENSG00000091317
ENSG00000091436
ENSG00000091483
ENSG00000091527
ENSG00000091542
ENSG00000091656
ENSG00000091986
ENSG00000092010
ENSG00000092020
ENSG00000168575
ENSG00000092140
ENSG00000092148
ENSG00000168615
ENSG00000092201
ENSG00000092203
ENSG00000092439
ENSG00000168679
ENSG00000168685
ENSG00000168701
ENSG00000092621
ENSG00000092820
ENSG00000092847
ENSG00000092853
ENSG00000092964
ENSG00000233864
ENSG00000092978
ENSG00000093009
ENSG00000093010
ENSG00000093144
ENSG00000093167
ENSG00000093183
ENSG00000094804
ENSG00000233913
ENSG00000094880
ENSG00000168827
ENSG00000094916
ENSG00000168887
ENSG00000095139
ENSG00000095261
ENSG00000168906
ENSG00000168917
ENSG00000168785
ENSG00000168938
ENSG00000095485
ENSG00000168958
ENSG00000095787
ENSG00000169019
ENSG00000234036
ENSG00000096063
ENSG00000169045
ENSG00000096384
ENSG00000096401
ENSG00000096746
ENSG00000234106
ENSG00000097021
ENSG00000169122
ENSG00000099194
ENSG00000234127
ENSG00000169155
ENSG00000099246
ENSG00000099250
ENSG00000099256
ENSG00000168610
ENSG00000169213
ENSG00000169251
ENSG00000099800
ENSG00000099810
ENSG00000099817
ENSG00000169299
ENSG00000099901
ENSG00000169375
ENSG00000169398
ENSG00000099942
ENSG00000169432
ENSG00000169490
ENSG00000169499
ENSG00000234369
ENSG00000169554
ENSG00000100028
ENSG00000169604
ENSG00000100030
ENSG00000234456
ENSG00000169679
ENSG00000169714
ENSG00000168710
ENSG00000169756
ENSG00000168724
ENSG00000169764
ENSG00000169813
ENSG00000169826
ENSG00000169851
ENSG00000169855
ENSG00000169895
ENSG00000169902
ENSG00000100219
ENSG00000100220
ENSG00000169908
ENSG00000100234
ENSG00000100243
ENSG00000169967
ENSG00000100281
ENSG00000168807
ENSG00000170027
ENSG00000100300
ENSG00000234741
ENSG00000234745
ENSG00000100320
ENSG00000170144
ENSG00000100347
ENSG00000100353
ENSG00000100354
ENSG00000170248
ENSG00000170266
