GeneENSG00000056097
ENSG00000138663
ENSG00000159377
ENSG00000205707
ENSG00000109854
ENSG00000197930
ENSG00000151500
ENSG00000131473
ENSG00000131475
ENSG00000166598
ENSG00000197956
ENSG00000135535
ENSG00000184068
ENSG00000115993
ENSG00000086598
ENSG00000136522
ENSG00000122545
ENSG00000129460
ENSG00000146842
ENSG00000111640
ENSG00000113732
ENSG00000153147
ENSG00000106603
ENSG00000198692
ENSG00000100567
ENSG00000113845
ENSG00000078674
ENSG00000050405
ENSG00000185222
ENSG00000117399
ENSG00000111726
ENSG00000187109
ENSG00000123178
ENSG00000079150
ENSG00000158796
ENSG00000150093
ENSG00000025800
ENSG00000117519
ENSG00000117523
ENSG00000116489
ENSG00000075415
ENSG00000097033
ENSG00000084072
ENSG00000143106
ENSG00000084623
ENSG00000140307
ENSG00000113194
ENSG00000147535
ENSG00000144224
ENSG00000110955
ENSG00000282057
ENSG00000120694
ENSG00000133195
ENSG00000131236
ENSG00000237973
ENSG00000085415
ENSG00000146701
ENSG00000068697
