GeneENSG00000152256
ENSG00000171848
ENSG00000130508
ENSG00000057019
ENSG00000109861
ENSG00000167325
ENSG00000106144
ENSG00000181019
ENSG00000130770
ENSG00000089685
ENSG00000013588
ENSG00000111530
ENSG00000196233
ENSG00000184374
ENSG00000134853
ENSG00000154229
ENSG00000116138
ENSG00000050165
ENSG00000139117
ENSG00000167601
ENSG00000156030
ENSG00000154473
ENSG00000143727
ENSG00000008952
ENSG00000139218
ENSG00000164934
ENSG00000109180
ENSG00000138376
ENSG00000144802
ENSG00000088325
ENSG00000154734
ENSG00000139329
ENSG00000091317
ENSG00000128708
ENSG00000198408
ENSG00000105971
ENSG00000087460
ENSG00000120738
